hayvan	baba	ana	byil	bay	byas	sver305
950062	920748	920820	1997	7	30	6728
950068	900235	920806	1997	4	27	4526
950069	900313	900572	1997	3	26	6095
950070	900313	900841	1997	3	26	5748
950075	900313	890814	1997	4	27	7020
950086	900183	880779	1997	4	26	6759
950088	900313	900884	1997	3	25	6650
950089	900235	900920	1997	4	26	5854
950091	900235	890939	1997	4	26	6426
950096	911019	920102	1997	3	25	4737
950097	900183	880049	1997	5	27	6557
950098	910051	840395	1997	3	25	6314
950099	900313	930002	1997	3	25	7265
950103	910051	860708	1997	5	27	7504
950105	900235	890758	1997	5	27	8148
950106	910020	900856	1997	5	27	6679
950107	910051	920755	1997	6	28	5416
950124	920748	900708	1997	6	28	8358
950127	910020	910145	1997	5	27	3484
950130	911019	890719	1997	4	26	6432
950133	910051	930050	1997	5	27	6382
950134	900313	930033	1997	4	26	5328
950138	910218	900628	1997	5	27	7329
950139	910051	861303	1997	6	28	4500
950141	900183	930065	1997	4	26	5735
950143	901009	930086	1997	5	27	7125
950150	910218	930075	1997	5	27	6082
950152	910051	920060	1997	5	27	6567
950154	901008	920085	1997	5	27	5720
950156	901009	890700	1997	4	26	6513
950159	901008	920039	1997	5	27	6170
950167	900313	920863	1997	5	26	3060
950170	920748	930059	1997	6	27	5662
950173	911019	851055	1997	6	27	5599
950178	900313	870933	1997	7	28	5540
950182	911019	890675	1997	5	26	4900
950186	910020	860004	1997	7	28	5950
950192	901008	870440	1997	6	27	7601
950195	901008	930181	1997	5	26	7792
950200	900235	900122	1997	7	28	6162
950210	900313	930004	1997	7	28	6117
950239	901009	930300	1997	7	28	6478
950241	901009	910131	1997	7	28	7563
950335	920307	880148	1997	5	24	2432
